github.com/AlDanial/cloc v 2.06  T=1.45 s (593.1 files/s, 232762.0 lines/s)
----------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                             blank        comment           code
./_legacy/sklearn/covariance/_shrunk_covariance.py                                                                 156            484            182
./_legacy/sklearn/linear_model/_passive_aggressive.py                                                              116            326            180
./_legacy/sklearn/meson.build                                                                                       35             49            180
./_legacy/doc/modules/biclustering.rst                                                                              83             44            179
./_legacy/examples/ensemble/plot_gradient_boosting_categorical.py                                                   53            147            179
./_legacy/sklearn/linear_model/_theil_sen.py                                                                        80            190            179
./_legacy/doc/modules/kernel_approximation.rst                                                                      75             64            176
./_legacy/doc/modules/lda_qda.rst                                                                                   62             35            174
./_legacy/doc/modules/neural_networks_supervised.rst                                                                98             99            174
./_legacy/sklearn/isotonic.py                                                                                      101            240            174
./_legacy/sklearn/neighbors/_nearest_centroid.py                                                                    62            121            173
./tests/test_imputation/test_common.py                                                                              38             16            172
./_legacy/sklearn/utils/_mocking.py                                                                                 79            170            170
./_legacy/examples/neighbors/approximate_nearest_neighbors.py                                                       40            106            168
./_legacy/sklearn/compose/_target.py                                                                                69            160            168
./_legacy/doc/modules/covariance.rst                                                                                92             91            167
./_legacy/doc/modules/partial_dependence.rst                                                                        67             57            167
./_legacy/sklearn/neural_network/_rbm.py                                                                            85            194            166
./src/wildlife/imputation/_knn.py                                                                                   77            168            166
./_legacy/sklearn/utils/_cython_blas.pyx                                                                            52             22            165
./_legacy/doc/developers/utilities.rst                                                                              71              7            164
./_legacy/examples/applications/plot_topics_extraction_with_nmf_lda.py                                              30             30            164
./_legacy/sklearn/neighbors/_lof.py                                                                                 96            261            164
./_legacy/doc/governance.rst                                                                                        36              2            163
./_legacy/examples/preprocessing/plot_all_scaling.py                                                                61            192            163
./_legacy/examples/preprocessing/plot_discretization_classification.py                                              30             43            160
./_legacy/examples/calibration/plot_calibration_multiclass.py                                                       40            105            159
./_legacy/sklearn/decomposition/_incremental_pca.py                                                                 70            194            159
./_legacy/examples/model_selection/plot_likelihood_ratios.py                                                        54            116            156
./_legacy/examples/text/plot_document_clustering.py                                                                 62            230            156
./_legacy/examples/applications/plot_stock_market.py                                                                35             84            155
